15000000,Entertainment
15000000,Entertainment
15000000,Entertainment
15000000,Education
14900000,Entertainment
14900000,Entertainment
14900000,Entertainment
14900000,Entertainment
14900000,Entertainment
14800000,Education
14700000,Entertainment
14700000,Entertainment
14700000,Entertainment
14700000,Entertainment
14700000,Entertainment
14700000,Education
14700000,Education
14600000,Entertainment
14500000,Entertainment
14500000,Entertainment
14500000,Entertainment
14500000,Entertainment
14500000,Entertainment
14400000,Entertainment
14400000,Entertainment
14400000,Entertainment
14400000,Entertainment
14400000,Entertainment
14200000,Entertainment
14200000,Entertainment
14200000,Entertainment
14200000,Education
14100000,Sports
14100000,Entertainment
14100000,Entertainment
14100000,Entertainment
14100000,Entertainment
14000000,Entertainment
14000000,Entertainment
13900000,Entertainment
13900000,Entertainment
13900000,Entertainment
13900000,Education
13800000,Entertainment
13700000,Entertainment
13700000,Entertainment
13700000,Education
13600000,Sports
13600000,Entertainment
13600000,Education
13500000,Entertainment
13500000,Entertainment
13500000,Entertainment
13500000,Entertainment
13400000,Entertainment
13300000,Entertainment
13300000,Entertainment
13300000,Entertainment
13300000,Entertainment
13200000,Entertainment
13200000,Entertainment
13200000,Entertainment
13200000,Entertainment
13200000,Entertainment
13200000,Education
13100000,Entertainment
13100000,Entertainment
13100000,Entertainment
13000000,Entertainment
13000000,Entertainment
13000000,Entertainment
13000000,Entertainment
13000000,Entertainment
12900000,Sports
12900000,Entertainment
12900000,Entertainment
12900000,Entertainment
12900000,Education
12800000,Entertainment
12800000,Entertainment
12800000,Education
12700000,Entertainment
12700000,Entertainment
12700000,Entertainment
12500000,Entertainment
12500000,Entertainment
12500000,Entertainment
12500000,Entertainment
12500000,Entertainment
12500000,Entertainment
12500000,Entertainment
12500000,Education
12400000,Entertainment
12400000,Entertainment
12400000,Education
12400000,Education
12300000,Sports
